#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
          87    -1.71424    -1.52211  0.00992958
          88    -1.71995    -1.52436   0.0100681
          89    -1.72563    -1.52662   0.0102058
          90    -1.73127    -1.52889   0.0103426
          91    -1.73687    -1.53118   0.0104784
          92    -1.74243    -1.53347   0.0106131
          93    -1.74795    -1.53578   0.0107466
          94     -1.7534    -1.53809   0.0108788
          95    -1.75879    -1.54042   0.0110096
          96     -1.7641    -1.54275   0.0111387
          97    -1.76933    -1.54508   0.0112661
          98    -1.77447    -1.54742   0.0113917
          99    -1.77951    -1.54977   0.0115154
         100    -1.78444    -1.55211   0.0116369
         101    -1.78923    -1.55446   0.0117561
         102    -1.79389    -1.55681   0.0118729
         103     -1.7984    -1.55916   0.0119871
         104    -1.80275     -1.5615   0.0120985
         105    -1.80692    -1.56383   0.0122069
         106    -1.81089    -1.56617   0.0123123
         107    -1.81466    -1.56849   0.0124143
         108     -1.8182     -1.5708   0.0125128
         109     -1.8215     -1.5731   0.0126076
         110    -1.82453    -1.57539   0.0126985
         111    -1.82729    -1.57766   0.0127853
         112    -1.82975    -1.57991   0.0128677
         113    -1.83188    -1.58214   0.0129456
         114    -1.83367    -1.58434   0.0130188
         115     -1.8351    -1.58652   0.0130869
         116    -1.83613    -1.58867   0.0131498
         117    -1.83675    -1.59079   0.0132072
         118    -1.83693    -1.59288    0.013259
         119    -1.83664    -1.59493   0.0133048
         120    -1.83585    -1.59694   0.0133446
         121    -1.83454     -1.5989    0.013378
         122    -1.83266    -1.60082   0.0134049
         123    -1.83021    -1.60268    0.013425
         124    -1.82714    -1.60449   0.0134382
         125    -1.82341    -1.60624   0.0134443
         126    -1.81901    -1.60793   0.0134433
         127    -1.81388    -1.60955   0.0134349
         128    -1.80799     -1.6111    0.013419
         129    -1.80132    -1.61258   0.0133958
         130    -1.79383    -1.61397   0.0133651
         131    -1.78548    -1.61528    0.013327
         132    -1.77623     -1.6165   0.0132818
         133    -1.76609    -1.61763   0.0132294
         134    -1.75496    -1.61865   0.0131703
         135    -1.74285    -1.61957   0.0131049
         136    -1.72972    -1.62038   0.0130335
         137    -1.71553    -1.62108   0.0129569
         138    -1.70027    -1.62165   0.0128757
         139    -1.68391     -1.6221   0.0127908
         140    -1.66645    -1.62241   0.0127034
         141    -1.64786    -1.62259   0.0126146
         142    -1.62814    -1.62263   0.0125258
         143    -1.60729    -1.62253   0.0124387
         144    -1.58531    -1.62227    0.012355
         145    -1.56222    -1.62185   0.0122767
         146    -1.53804    -1.62128   0.0122061
         147    -1.51281    -1.62054   0.0121453
         148    -1.48657    -1.61964   0.0120969
         149    -1.45935    -1.61856   0.0120635
         150    -1.43123    -1.61731   0.0120475
         151    -1.40228    -1.61589   0.0120516
         152     -1.3726    -1.61429   0.0120781
         153    -1.34227    -1.61251   0.0121293
         154    -1.31143    -1.61055   0.0122071
         155    -1.28019    -1.60842    0.012313
         156    -1.24871    -1.60612   0.0124481
         157    -1.21712    -1.60364    0.012613
         158    -1.18561    -1.60099   0.0128077
         159    -1.15434    -1.59818   0.0130316
         160     -1.1235    -1.59522   0.0132835
         161    -1.09328     -1.5921   0.0135619
         162    -1.06389    -1.58884   0.0138646
         163    -1.03553    -1.58544    0.014189
         164     -1.0084    -1.58193   0.0145322
         165     -0.9827    -1.57829    0.014891
         166    -0.95864    -1.57456    0.015262
         167     -0.9364    -1.57074   0.0156417
         168    -0.91616    -1.56684   0.0160266
         169   -0.898091    -1.56289    0.016413
         170   -0.882339    -1.55888   0.0167975
         171   -0.869036    -1.55485   0.0171769
         172   -0.858293     -1.5508    0.017548
         173   -0.850214    -1.54675   0.0179077
         174   -0.844846    -1.54272   0.0182535
         175   -0.842221    -1.53871   0.0185829
         176   -0.842368    -1.53476   0.0188938
         177   -0.845267    -1.53086   0.0191844
         178   -0.850881    -1.52704   0.0194533
         179    -0.85915    -1.52331   0.0196992
         180   -0.869983    -1.51968   0.0199213
         181   -0.883269    -1.51616   0.0201191
         182   -0.898883    -1.51277   0.0202925
         183   -0.916669    -1.50952   0.0204414
         184   -0.936476     -1.5064   0.0205661
         185   -0.958136    -1.50344   0.0206674
         186   -0.981471    -1.50063   0.0207459
         187    -1.00629    -1.49799   0.0208027
         188     -1.0324    -1.49551    0.020839
         189    -1.05962     -1.4932   0.0208559
         190    -1.08777    -1.49107    0.020855
         191    -1.11666    -1.48911   0.0208378
         192     -1.1461    -1.48732   0.0208057
         193    -1.17594    -1.48571   0.0207603
         194      -1.206    -1.48427   0.0207033
         195    -1.23614      -1.483   0.0206362
         196    -1.26622    -1.48189   0.0205606
         197    -1.29611    -1.48095   0.0204778
         198    -1.32569    -1.48016   0.0203894
         199    -1.35486    -1.47953   0.0202967
         200    -1.38351    -1.47905   0.0202009
         201    -1.41157    -1.47872   0.0201031
         202    -1.43897    -1.47852   0.0200046
         203    -1.46565    -1.47846   0.0199061
         204    -1.49156    -1.47852   0.0198087
         205    -1.51665    -1.47871   0.0197129
         206    -1.54089    -1.47901   0.0196195
         207    -1.56428    -1.47942   0.0195291
         208    -1.58678    -1.47994    0.019442
         209    -1.60839    -1.48055   0.0193587
         210    -1.62909    -1.48126   0.0192794
         211    -1.64892    -1.48205   0.0192044
         212    -1.66785    -1.48293   0.0191338
         213    -1.68592    -1.48388   0.0190677
         214    -1.70313    -1.48491   0.0190061
         215    -1.71949      -1.486    0.018949
         216    -1.73504    -1.48715   0.0188963
         217     -1.7498    -1.48836    0.018848
         218    -1.76378    -1.48963   0.0188038
         219    -1.77702    -1.49094   0.0187637
         220    -1.78954     -1.4923   0.0187274
         221    -1.80137    -1.49369   0.0186948
         222    -1.81254    -1.49513   0.0186657
         223    -1.82307     -1.4966   0.0186398
         224      -1.833     -1.4981    0.018617
         225    -1.84235    -1.49963    0.018597
         226    -1.85115    -1.50119   0.0185797
         227    -1.85943    -1.50277   0.0185647
         228    -1.86721    -1.50436    0.018552
         229    -1.87452    -1.50598   0.0185413
         230    -1.88138    -1.50761   0.0185324
         231    -1.88782    -1.50926   0.0185251
         232    -1.89387    -1.51092   0.0185193
         233    -1.89954    -1.51258   0.0185147
         234    -1.90485    -1.51426   0.0185113
         235    -1.90983    -1.51594   0.0185089
         236     -1.9145    -1.51763   0.0185074
         237    -1.91887    -1.51933   0.0185066
         238    -1.92296    -1.52102   0.0185064
         239    -1.92679    -1.52272   0.0185066
         240    -1.93038    -1.52442   0.0185073
         241    -1.93374    -1.52612   0.0185083
         242    -1.93688    -1.52781   0.0185095
         243    -1.93981    -1.52951   0.0185108
         244    -1.94255     -1.5312   0.0185122
         245    -1.94511    -1.53289   0.0185135
         246    -1.94748    -1.53458   0.0185148
         247    -1.94971    -1.53626    0.018516
         248    -1.95177    -1.53793    0.018517
         249    -1.95369     -1.5396   0.0185177
         250    -1.95548    -1.54127   0.0185182
         251    -1.95713    -1.54292   0.0185184
         252    -1.95864    -1.54457   0.0185183
         253    -1.96005    -1.54622   0.0185178
         254    -1.96134    -1.54785   0.0185168
         255    -1.96253    -1.54948   0.0185155
         256    -1.96359    -1.55109   0.0185137
         257    -1.96456     -1.5527   0.0185114
         258    -1.96542     -1.5543   0.0185087
         259    -1.96618    -1.55589   0.0185054
         260    -1.96685    -1.55747   0.0185016
         261    -1.96741    -1.55904   0.0184973
         262    -1.96789     -1.5606   0.0184924
         263    -1.96827    -1.56215   0.0184869
         264    -1.96854    -1.56369   0.0184809
         265    -1.96873    -1.56522   0.0184742
         266    -1.96883    -1.56674    0.018467
         267    -1.96883    -1.56824   0.0184591
         268    -1.96874    -1.56974   0.0184506
         269    -1.96855    -1.57122   0.0184415
         270    -1.96826    -1.57269   0.0184317
         271    -1.96787    -1.57415   0.0184213
         272    -1.96739     -1.5756   0.0184102
         273     -1.9668    -1.57703   0.0183985
         274    -1.96611    -1.57845    0.018386
         275    -1.96531    -1.57986   0.0183729
         276     -1.9644    -1.58125   0.0183591
         277    -1.96337    -1.58263   0.0183446
         278    -1.96222    -1.58399   0.0183293
         279    -1.96095    -1.58535   0.0183134
         280    -1.95956    -1.58668   0.0182967
         281    -1.95803      -1.588   0.0182792
         282    -1.95636    -1.58931    0.018261
         283    -1.95454     -1.5906    0.018242
         284    -1.95256    -1.59187   0.0182223
         285    -1.95043    -1.59313   0.0182017
         286    -1.94812    -1.59437   0.0181803
         287    -1.94563     -1.5956   0.0181581
         288    -1.94295     -1.5968   0.0181351
         289    -1.94007    -1.59799   0.0181112
         290    -1.93696    -1.59916   0.0180864
         291    -1.93362    -1.60031   0.0180608
         292    -1.93004    -1.60144   0.0180342
         293    -1.92619    -1.60255   0.0180066
         294    -1.92206    -1.60363   0.0179782
         295    -1.91764     -1.6047   0.0179487
         296    -1.91289    -1.60574   0.0179182
         297     -1.9078    -1.60676   0.0178868
         298    -1.90236    -1.60775   0.0178542
         299    -1.89652    -1.60871   0.0178206
         300    -1.89028    -1.60965   0.0177859
         301    -1.88361    -1.61056   0.0177501
         302    -1.87647    -1.61144   0.0177131
         303    -1.86886    -1.61229    0.017675
         304    -1.86073    -1.61311   0.0176358
         305    -1.85206    -1.61389   0.0175953
         306    -1.84284    -1.61464   0.0175537
         307    -1.83303    -1.61535    0.017511
         308    -1.82259    -1.61603    0.017467
         309    -1.81152    -1.61666    0.017422
         310    -1.79979    -1.61725   0.0173758
         311    -1.78738     -1.6178   0.0173285
         312     -1.7743     -1.6183   0.0172802
         313    -1.76052    -1.61875    0.017231
         314    -1.74606    -1.61916   0.0171809
         315     -1.7309    -1.61951     0.01713
         316    -1.71507    -1.61982   0.0170785
         317     -1.6986    -1.62006   0.0170264
         318     -1.6815    -1.62026    0.016974
         319    -1.66384    -1.62039   0.0169213
         320    -1.64566    -1.62047   0.0168686
         321    -1.62703    -1.62049   0.0168161
         322    -1.60803    -1.62045   0.0167639
         323    -1.58875    -1.62036   0.0167123
         324    -1.56931     -1.6202   0.0166614
         325    -1.54981    -1.61998   0.0166116
         326    -1.53039    -1.61971   0.0165629
         327    -1.51116    -1.61938   0.0165156
         328    -1.49229    -1.61899   0.0164698
         329    -1.47391    -1.61855   0.0164256
         330    -1.45618    -1.61806   0.0163832
         331    -1.43924    -1.61751   0.0163426
         332    -1.42324    -1.61693   0.0163039
         333    -1.40832     -1.6163   0.0162669
         334     -1.3946    -1.61564   0.0162318
         335    -1.38219    -1.61494   0.0161983
         336    -1.37122    -1.61422   0.0161663
         337    -1.36175    -1.61347   0.0161357
         338    -1.35386     -1.6127   0.0161062
         339     -1.3476    -1.61192   0.0160777
         340    -1.34299    -1.61113   0.0160498
         341    -1.34006    -1.61033   0.0160224
         342    -1.33878    -1.60954   0.0159952
         343    -1.33912    -1.60875    0.015968
         344    -1.34105    -1.60797   0.0159405
         345    -1.34449    -1.60721   0.0159126
         346    -1.34938    -1.60646   0.0158841
         347    -1.35561    -1.60574   0.0158547
         348    -1.36309    -1.60504   0.0158245
         349    -1.37171    -1.60437   0.0157933
         350    -1.38136    -1.60374    0.015761
         351    -1.39192    -1.60313   0.0157277
         352    -1.40326    -1.60257   0.0156932
         353    -1.41527    -1.60203   0.0156577
         354    -1.42782    -1.60154   0.0156212
         355    -1.44079    -1.60109   0.0155838
         356    -1.45407    -1.60068   0.0155455
         357    -1.46754     -1.6003   0.0155064
         358    -1.48111    -1.59997   0.0154667
         359    -1.49467    -1.59968   0.0154264
         360    -1.50814    -1.59942   0.0153856
         361    -1.52144    -1.59921   0.0153445
         362    -1.53449    -1.59903   0.0153032
         363    -1.54725    -1.59889   0.0152617
         364    -1.55964    -1.59878   0.0152201
         365    -1.57162     -1.5987   0.0151786
         366    -1.58316    -1.59866   0.0151372
         367    -1.59423    -1.59865    0.015096
         368     -1.6048    -1.59867   0.0150549
         369    -1.61487    -1.59871   0.0150142
         370     -1.6244    -1.59878   0.0149738
         371    -1.63342    -1.59887   0.0149337
         372    -1.64191    -1.59899    0.014894
         373    -1.64989    -1.59912   0.0148547
         374    -1.65737    -1.59928   0.0148158
         375    -1.66435    -1.59945   0.0147773
         376    -1.67086    -1.59964   0.0147392
         377    -1.67691    -1.59985   0.0147016
         378    -1.68253    -1.60007   0.0146643
         379    -1.68774     -1.6003   0.0146274
         380    -1.69256    -1.60054    0.014591
         381    -1.69703    -1.60079   0.0145549
         382    -1.70116    -1.60106   0.0145191
         383    -1.70498    -1.60133   0.0144838
         384    -1.70851    -1.60161   0.0144487
         385    -1.71178    -1.60189    0.014414
         386    -1.71482    -1.60219   0.0143797
         387    -1.71764    -1.60249   0.0143456
         388    -1.72027    -1.60279   0.0143118
         389    -1.72273     -1.6031   0.0142784
         390    -1.72504    -1.60341   0.0142452
         391     -1.7272    -1.60373   0.0142123
         392    -1.72925    -1.60405   0.0141796
         393     -1.7312    -1.60437   0.0141472
         394    -1.73305     -1.6047   0.0141151
         395    -1.73483    -1.60503   0.0140832
         396    -1.73653    -1.60536   0.0140515
         397    -1.73817    -1.60569   0.0140201
         398    -1.73975    -1.60603    0.013989
         399    -1.74128    -1.60637    0.013958
         400    -1.74277    -1.60671   0.0139273
         401    -1.74423    -1.60705   0.0138968
         402    -1.74563     -1.6074   0.0138665
         403      -1.747    -1.60774   0.0138364
         404    -1.74834    -1.60809   0.0138065
         405    -1.74962    -1.60844   0.0137768
         406    -1.75087    -1.60879   0.0137474
         407    -1.75208    -1.60914   0.0137181
         408    -1.75323     -1.6095    0.013689
         409    -1.75433    -1.60985   0.0136601
         410    -1.75538    -1.61021   0.0136314
         411    -1.75635    -1.61056   0.0136029
         412    -1.75727    -1.61092   0.0135745
         413    -1.75812    -1.61127   0.0135464
         414    -1.75889    -1.61163   0.0135183
         415    -1.75958    -1.61199   0.0134905
         416    -1.76018    -1.61234   0.0134627
         417    -1.76069     -1.6127   0.0134351
         418     -1.7611    -1.61305   0.0134077
         419    -1.76139    -1.61341   0.0133804
         420    -1.76158    -1.61376   0.0133532
         421    -1.76166    -1.61411   0.0133261
         422    -1.76162    -1.61446   0.0132991
         423    -1.76145    -1.61481   0.0132722
         424    -1.76114    -1.61515   0.0132453
         425     -1.7607     -1.6155   0.0132186
         426    -1.76012    -1.61584   0.0131919
         427    -1.75941    -1.61617   0.0131653
         428    -1.75855    -1.61651   0.0131388
         429    -1.75755    -1.61683   0.0131123
         430     -1.7564    -1.61716   0.0130858
         431    -1.75511    -1.61748   0.0130593
         432    -1.75366    -1.61779   0.0130329
         433    -1.75207     -1.6181   0.0130065
         434    -1.75033    -1.61841   0.0129801
         435    -1.74844    -1.61871   0.0129537
         436    -1.74641      -1.619   0.0129273
         437    -1.74422    -1.61929   0.0129009
         438    -1.74191    -1.61957   0.0128745
         439    -1.73946    -1.61984    0.012848
         440    -1.73688    -1.62011   0.0128216
         441    -1.73418    -1.62037   0.0127951
         442    -1.73135    -1.62062   0.0127686
         443    -1.72842    -1.62086   0.0127421
         444    -1.72537    -1.62109   0.0127156
         445    -1.72224    -1.62132   0.0126891
         446    -1.71901    -1.62154   0.0126625
         447     -1.7157    -1.62175   0.0126359
         448    -1.71232    -1.62195   0.0126094
         449    -1.70888    -1.62215   0.0125828
         450    -1.70538    -1.62233   0.0125562
         451    -1.70183    -1.62251   0.0125295
         452    -1.69825    -1.62268   0.0125029
         453    -1.69463    -1.62284   0.0124764
         454      -1.691    -1.62299   0.0124498
         455    -1.68734    -1.62313   0.0124232
         456    -1.68367    -1.62326   0.0123967
         457       -1.68    -1.62338   0.0123702
         458    -1.67634     -1.6235   0.0123437
         459    -1.67267    -1.62361   0.0123173
         460      -1.669    -1.62371   0.0122909
         461    -1.66534     -1.6238   0.0122646
         462    -1.66168    -1.62388   0.0122383
         463    -1.65803    -1.62395   0.0122121
         464    -1.65438    -1.62402   0.0121859
         465    -1.65074    -1.62407   0.0121599
         466    -1.64709    -1.62412   0.0121339
         467    -1.64343    -1.62417    0.012108
         468    -1.63975     -1.6242   0.0120821
         469    -1.63606    -1.62422   0.0120564
         470    -1.63234    -1.62424   0.0120308
         471    -1.62859    -1.62425   0.0120052
         472     -1.6248    -1.62425   0.0119798
         473    -1.62097    -1.62424   0.0119545
         474     -1.6171    -1.62423   0.0119293
         475    -1.61318    -1.62421   0.0119042
         476     -1.6092    -1.62417   0.0118792
         477    -1.60518    -1.62413   0.0118544
         478     -1.6011    -1.62409   0.0118297
         479    -1.59696    -1.62403   0.0118051
         480    -1.59278    -1.62396   0.0117807
         481    -1.58855    -1.62389   0.0117564
         482    -1.58428    -1.62381   0.0117323
         483    -1.57997    -1.62372   0.0117084
         484    -1.57562    -1.62362   0.0116846
         485    -1.57125    -1.62351    0.011661
         486    -1.56687    -1.62339   0.0116376
         487    -1.56248    -1.62327   0.0116144
         488     -1.5581    -1.62314   0.0115914
         489    -1.55374    -1.62299   0.0115685
         490    -1.54941    -1.62284   0.0115459
         491    -1.54511    -1.62269   0.0115235
         492    -1.54086    -1.62252   0.0115012
         493    -1.53667    -1.62234   0.0114792
         494    -1.53256    -1.62216   0.0114574
         495    -1.52852    -1.62197   0.0114358
         496    -1.52459    -1.62178   0.0114145
         497    -1.52075    -1.62157   0.0113933
         498    -1.51703    -1.62136   0.0113724
         499    -1.51343    -1.62115   0.0113516
         500    -1.50997    -1.62093   0.0113311
         501    -1.50665     -1.6207   0.0113108
         502    -1.50346    -1.62046   0.0112907
         503    -1.50042    -1.62023   0.0112707
         504    -1.49755    -1.61998    0.011251
         505    -1.49482    -1.61973   0.0112315
         506    -1.49226    -1.61948   0.0112121
         507    -1.48987    -1.61923   0.0111929
         508    -1.48763    -1.61897   0.0111738
         509    -1.48556    -1.61871    0.011155
         510    -1.48366    -1.61844   0.0111362
         511    -1.48192    -1.61817   0.0111176
         512    -1.48034     -1.6179   0.0110992
         513    -1.47892    -1.61763   0.0110809
         514    -1.47767    -1.61736   0.0110626
         515    -1.47656    -1.61709   0.0110445
         516     -1.4756    -1.61681   0.0110265
         517    -1.47478    -1.61654   0.0110086
         518    -1.47412    -1.61626   0.0109908
         519    -1.47358    -1.61599   0.0109731
         520    -1.47319    -1.61571   0.0109554
         521    -1.47293    -1.61544   0.0109378
         522    -1.47279    -1.61517   0.0109203
         523    -1.47277    -1.61489   0.0109028
         524    -1.47286    -1.61462   0.0108854
         525    -1.47306    -1.61435    0.010868
         526    -1.47338    -1.61409   0.0108506
         527    -1.47379    -1.61382   0.0108333
         528     -1.4743    -1.61356    0.010816
         529    -1.47491    -1.61329   0.0107987
         530     -1.4756    -1.61303   0.0107815
         531    -1.47639    -1.61278   0.0107642
         532    -1.47725    -1.61252    0.010747
         533     -1.4782    -1.61227   0.0107298
         534    -1.47922    -1.61202   0.0107126
         535    -1.48031    -1.61177   0.0106954
         536    -1.48147    -1.61153   0.0106782
         537    -1.48269    -1.61129    0.010661
         538    -1.48397    -1.61105   0.0106438
         539    -1.48529    -1.61082   0.0106266
         540    -1.48667    -1.61059   0.0106094
         541    -1.48808    -1.61036   0.0105923
         542    -1.48953    -1.61014   0.0105751
         543    -1.49101    -1.60992   0.0105579
         544    -1.49252    -1.60971   0.0105407
         545    -1.49404    -1.60949   0.0105234
         546    -1.49557    -1.60929   0.0105062
         547     -1.4971    -1.60908    0.010489
         548    -1.49863    -1.60888   0.0104718
         549    -1.50014    -1.60868   0.0104546
         550    -1.50163    -1.60849   0.0104374
         551    -1.50308     -1.6083   0.0104202
         552    -1.50451    -1.60811   0.0104031
         553    -1.50587    -1.60792   0.0103859
         554    -1.50719    -1.60774   0.0103687
         555    -1.50843    -1.60756   0.0103516
         556    -1.50961    -1.60739   0.0103345
         557    -1.51069    -1.60721   0.0103174
         558    -1.51168    -1.60704   0.0103003
         559    -1.51258    -1.60687   0.0102833
         560    -1.51338     -1.6067   0.0102663
         561    -1.51405    -1.60654   0.0102493
         562    -1.51461    -1.60638   0.0102324
         563    -1.51504    -1.60621   0.0102155
         564    -1.51535    -1.60605   0.0101986
         565    -1.51552    -1.60589   0.0101818
         566    -1.51556    -1.60573   0.0101651
         567    -1.51546    -1.60557   0.0101484
         568    -1.51524    -1.60541   0.0101318
         569    -1.51489    -1.60526   0.0101152
         570     -1.5144     -1.6051   0.0100988
         571     -1.5138    -1.60494   0.0100823
         572    -1.51309    -1.60478    0.010066
         573    -1.51226    -1.60461   0.0100497
         574    -1.51134    -1.60445   0.0100335
         575    -1.51033    -1.60429   0.0100174
         576    -1.50925    -1.60412   0.0100014
         577    -1.50811    -1.60396  0.00998542
         578    -1.50692    -1.60379  0.00996956
         579    -1.50569    -1.60362  0.00995378
         580    -1.50444    -1.60345  0.00993808
         581    -1.50319    -1.60328  0.00992248
         582    -1.50194     -1.6031  0.00990696
         583    -1.50073    -1.60293  0.00989152
         584    -1.49954    -1.60275  0.00987617
         585     -1.4984    -1.60257  0.00986089
         586    -1.49731    -1.60239   0.0098457
         587    -1.49629    -1.60221  0.00983059
         588    -1.49534    -1.60203  0.00981555
         589    -1.49445    -1.60185  0.00980058
         590    -1.49365    -1.60166  0.00978569
         591    -1.49291    -1.60148  0.00977086
         592    -1.49225    -1.60129   0.0097561
         593    -1.49166    -1.60111   0.0097414
         594    -1.49112    -1.60092  0.00972676
         595    -1.49064    -1.60074  0.00971218
         596     -1.4902    -1.60055  0.00969765
         597    -1.48981    -1.60037  0.00968318
         598    -1.48943    -1.60018  0.00966877
         599    -1.48907        -1.6   0.0096544
         600    -1.48871    -1.59981  0.00964009
         601    -1.48835    -1.59963  0.00962584
         602    -1.48796    -1.59944  0.00961164
         603    -1.48753    -1.59925  0.00959749
         604    -1.48706    -1.59907  0.00958339
         605    -1.48653    -1.59888  0.00956936
         606    -1.48593     -1.5987  0.00955538
         607    -1.48525    -1.59851  0.00954147
         608    -1.48449    -1.59832  0.00952762
         609    -1.48364    -1.59813  0.00951383
         610     -1.4827    -1.59794  0.00950012
         611    -1.48165    -1.59775  0.00948648
         612    -1.48051    -1.59756  0.00947291
         613    -1.47927    -1.59737  0.00945942
         614    -1.47793    -1.59717  0.00944602
         615    -1.47649    -1.59698   0.0094327
         616    -1.47496    -1.59678  0.00941946
         617    -1.47334    -1.59658  0.00940632
         618    -1.47163    -1.59638  0.00939327
         619    -1.46986    -1.59617  0.00938032
         620    -1.46802    -1.59597  0.00936747
         621    -1.46614    -1.59576  0.00935472
         622    -1.46422    -1.59555  0.00934207
         623    -1.46228    -1.59533  0.00932952
         624    -1.46033    -1.59512  0.00931708
         625    -1.45841     -1.5949  0.00930474
         626     -1.4565    -1.59468   0.0092925
         627    -1.45464    -1.59445  0.00928036
         628    -1.45284    -1.59423  0.00926832
         629    -1.45113      -1.594  0.00925638
         630    -1.44951    -1.59377  0.00924453
         631    -1.44802    -1.59354  0.00923276
         632    -1.44666    -1.59331  0.00922108
         633    -1.44544    -1.59307  0.00920947
         634    -1.44439    -1.59284  0.00919793
         635    -1.44351     -1.5926  0.00918645
         636    -1.44281    -1.59237  0.00917503
         637     -1.4423    -1.59213  0.00916365
         638      -1.442     -1.5919   0.0091523
         639    -1.44189    -1.59166  0.00914099
         640    -1.44198    -1.59143   0.0091297
         641    -1.44227     -1.5912  0.00911842
         642    -1.44276    -1.59097  0.00910715
         643    -1.44346    -1.59074  0.00909587
         644    -1.44435    -1.59051  0.00908459
         645    -1.44541    -1.59028  0.00907329
         646    -1.44664    -1.59006  0.00906197
         647    -1.44802    -1.58984  0.00905062
         648    -1.44954    -1.58963  0.00903925
         649    -1.45119    -1.58941  0.00902783
         650    -1.45295     -1.5892  0.00901639
         651    -1.45481      -1.589   0.0090049
         652    -1.45676    -1.58879  0.00899337
         653    -1.45877    -1.58859   0.0089818
         654    -1.46083     -1.5884  0.00897019
         655    -1.46292    -1.58821  0.00895854
         656    -1.46503    -1.58802  0.00894685
         657    -1.46715    -1.58783  0.00893513
         658    -1.46926    -1.58765  0.00892337
         659    -1.47136    -1.58748  0.00891157
         660    -1.47343    -1.58731  0.00889974
         661    -1.47547    -1.58714  0.00888789
         662    -1.47747    -1.58697    0.008876
         663    -1.47941    -1.58681   0.0088641
         664     -1.4813    -1.58665  0.00885217
         665    -1.48313    -1.58649  0.00884023
         666     -1.4849    -1.58634  0.00882827
         667    -1.48659    -1.58619   0.0088163
